Financial Year,Type of flow,Country,Sector,Sector Name,Expense $'000
2016/17,ODA,Global Unspecified,32263,Ferrous metals,18.9
2016/17,ODA,Global Unspecified,32265,Precious metals/materials,9.1
2016/17,ODA,Global Unspecified,33110,Trade policy and administrative management,2307.5
2016/17,ODA,Global Unspecified,33120,Trade facilitation,9709.2
2016/17,ODA,Global Unspecified,33122,"Trade customs duties, tariffs and levies",200
2016/17,ODA,Global Unspecified,33130,Regional trade agreements (RTAs),46.3
2016/17,ODA,Global Unspecified,33140,Multilateral trade negotiations,240
2016/17,ODA,Global Unspecified,33210,Tourism policy and administrative management,1031.4
2016/17,ODA,Grenada,23230,Solar energy,53.3
2016/17,ODA,Grenada,31140,Agricultural water resources,26.8
2016/17,ODA,Grenada,31381,Fishery education/training,19.1
2016/17,ODA,Guinea-Bissau,32140,Cottage industries and handicraft,25
2016/17,ODA,Guinea-Bissau,32161,Agro-industries,16.8
2016/17,ODA,India,21020,Road transport,16.4
2016/17,ODA,India,23181,Energy education/training,127.9
2016/17,ODA,India,23183,Energy conservation and demand-side efficiency,8.7
2016/17,ODA,India,23230,Solar energy,60.8
2016/17,ODA,India,31120,Agricultural development,751.3
2016/17,ODA,India,31181,Agricultural education/training,15.3
2016/17,ODA,India,31182,Agricultural research,2186.7
2016/17,ODA,India,31192,Plant and post-harvest protection and pest control,36.6
2016/17,ODA,India,32140,Cottage industries and handicraft,23.5
2016/17,ODA,India,32161,Agro-industries,20.1
2016/17,ODA,India,32182,Technological research and development,2750
2016/17,ODA,India,33110,Trade policy and administrative management,76.7
2016/17,ODA,India,33120,Trade facilitation,1489.8
2016/17,ODA,India,33122,"Trade customs duties, tariffs and levies",164.1
2016/17,ODA,Indonesia,21010,Transport policy and administrative management,4055.3
2016/17,ODA,Indonesia,21020,Road transport,20436
2016/17,ODA,Indonesia,21040,Water transport,59.3
2016/17,ODA,Indonesia,22010,Communications policy and administrative management,368.9
2016/17,ODA,Indonesia,22030,Radio/television/print media,42.2
2016/17,ODA,Indonesia,22040,Information and communication technology (ICT),136.3
2016/17,ODA,Indonesia,23110,Energy policy and administrative management,1698
2016/17,ODA,Indonesia,24010,Financial policy and administrative management,2307.1
2016/17,ODA,Indonesia,24030,Formal sector financial intermediaries,59.2
2016/17,ODA,Indonesia,24040,Informal/semi-formal financial intermediaries,1404.9
2016/17,ODA,Indonesia,24081,Education/training in banking and financial services,3008.6
2016/17,ODA,Indonesia,25010,Business support services and institutions,6573.7
2016/17,ODA,Indonesia,31110,Agricultural policy and administrative management,5368.7
2016/17,ODA,Indonesia,31120,Agricultural development,20847.1
2016/17,ODA,Indonesia,31130,Agricultural land resources,68.1
2016/17,ODA,Indonesia,31161,Food crop production,59.2
2016/17,ODA,Indonesia,31181,Agricultural education/training,65.2
2016/17,ODA,Indonesia,31182,Agricultural research,6142.3
2016/17,ODA,Indonesia,31192,Plant and post-harvest protection and pest control,36.6
2016/17,ODA,Indonesia,31194,Agricultural co-operatives,15.4
2016/17,ODA,Indonesia,31195,Livestock/veterinary services,34.1
2016/17,ODA,Indonesia,31210,Forestry policy and administrative management,65.2
2016/17,ODA,Indonesia,31281,Forestry education/training,32.6
2016/17,ODA,Indonesia,31310,Fishing policy and administrative management,15.5
2016/17,ODA,Indonesia,31320,Fishery development,32.6
2016/17,ODA,Indonesia,32130,Small and medium-sized enterprises (SME) development,5583.9
2016/17,ODA,Indonesia,32140,Cottage industries and handicraft,105.4
2016/17,ODA,Indonesia,32182,Technological research and development,34.1
2016/17,ODA,Indonesia,32210,Mineral/mining policy and administrative management,266
2016/17,ODA,Indonesia,33110,Trade policy and administrative management,75.5
2016/17,ODA,Indonesia,33140,Multilateral trade negotiations,0.2
2016/17,ODA,Indonesia,33181,Trade education/training,34.1
2016/17,ODA,Indonesia,33210,Tourism policy and administrative management,34.1
2016/17,ODA,Iraq,31194,Agricultural co-operatives,29.3
2016/17,ODA,Iraq,32210,Mineral/mining policy and administrative management,184
2016/17,ODA,Jamaica,31310,Fishing policy and administrative management,21.6
2016/17,ODA,Kenya,25010,Business support services and institutions,132
2016/17,ODA,Kenya,31120,Agricultural development,512.5
2016/17,ODA,Kenya,31161,Food crop production,205.7
2016/17,ODA,Kenya,31182,Agricultural research,1354
2016/17,ODA,Kenya,32210,Mineral/mining policy and administrative management,0.6
2016/17,ODA,Kiribati,23110,Energy policy and administrative management,10
2016/17,ODA,Kiribati,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Kiribati,31161,Food crop production,45.7
2016/17,ODA,Kiribati,31182,Agricultural research,378.3
2016/17,ODA,Kiribati,31195,Livestock/veterinary services,32.6
2016/17,ODA,Kiribati,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Kiribati,31320,Fishery development,520
2016/17,ODA,Kiribati,32171,Engineering,146.1
2016/17,ODA,Laos,22040,Information and communication technology (ICT),32.6
2016/17,ODA,Laos,24010,Financial policy and administrative management,5
2016/17,ODA,Laos,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Laos,25010,Business support services and institutions,1873.9
2016/17,ODA,Laos,31120,Agricultural development,307.6
2016/17,ODA,Laos,31161,Food crop production,201
2016/17,ODA,Laos,31166,Agricultural extension,34.1
2016/17,ODA,Laos,31181,Agricultural education/training,134
2016/17,ODA,Laos,31182,Agricultural research,5270
2016/17,ODA,Laos,31192,Plant and post-harvest protection and pest control,70.6
2016/17,ODA,Laos,31382,Fishery research,32.6
2016/17,ODA,Laos,32130,Small and medium-sized enterprises (SME) development,34.1
2016/17,ODA,Laos,32140,Cottage industries and handicraft,69.1
2016/17,ODA,Laos,32210,Mineral/mining policy and administrative management,166
2016/17,ODA,Laos,33110,Trade policy and administrative management,654.4
2016/17,ODA,Laos,33210,Tourism policy and administrative management,34.1
2016/17,ODA,Lebanon,31140,Agricultural water resources,25.5
2016/17,ODA,Lebanon,32140,Cottage industries and handicraft,48.9
2016/17,ODA,Madagascar,24081,Education/training in banking and financial services,1.7
2016/17,ODA,Madagascar,31181,Agricultural education/training,6.5
2016/17,ODA,Madagascar,32130,Small and medium-sized enterprises (SME) development,15
2016/17,ODA,Madagascar,32140,Cottage industries and handicraft,7.5
2016/17,ODA,Madagascar,32210,Mineral/mining policy and administrative management,1.9
2016/17,ODA,Madagascar,33181,Trade education/training,1.7
2016/17,ODA,Malawi,31120,Agricultural development,161.5
2016/17,ODA,Malawi,31181,Agricultural education/training,190.7
2016/17,ODA,Malawi,31182,Agricultural research,1030.4
2016/17,ODA,Malawi,32210,Mineral/mining policy and administrative management,0.5
2016/17,ODA,Malaysia,31110,Agricultural policy and administrative management,33.6
2016/17,ODA,Malaysia,31182,Agricultural research,12.5
2016/17,ODA,Malaysia,32130,Small and medium-sized enterprises (SME) development,0.1
2016/17,ODA,Malaysia,33110,Trade policy and administrative management,42.7
2016/17,ODA,Mali,23230,Solar energy,47.2
2016/17,ODA,Marshall Islands,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Marshall Islands,31120,Agricultural development,34.1
2016/17,ODA,Marshall Islands,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Marshall Islands,31320,Fishery development,40
2016/17,ODA,Mauritius,24081,Education/training in banking and financial services,22.1
2016/17,ODA,Mauritius,31161,Food crop production,20.2
2016/17,ODA,Mauritius,33181,Trade education/training,22.1
2016/17,ODA,Mexico,32130,Small and medium-sized enterprises (SME) development,0.1
2016/17,ODA,Mexico,32140,Cottage industries and handicraft,4.4
2016/17,ODA,"Micronesia, Fed. Sts.",24081,Education/training in banking and financial services,8.6
2016/17,ODA,"Micronesia, Fed. Sts.",25010,Business support services and institutions,32.6
2016/17,ODA,"Micronesia, Fed. Sts.",31194,Agricultural co-operatives,20.7
2016/17,ODA,"Micronesia, Fed. Sts.",31310,Fishing policy and administrative management,552.4
2016/17,ODA,"Micronesia, Fed. Sts.",31320,Fishery development,40
2016/17,ODA,Mongolia,22010,Communications policy and administrative management,34.1
2016/17,ODA,Mongolia,24010,Financial policy and administrative management,34.1
2016/17,ODA,Mongolia,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Mongolia,31120,Agricultural development,51.8
2016/17,ODA,Mongolia,31182,Agricultural research,199.1
2016/17,ODA,Mongolia,32140,Cottage industries and handicraft,20.3
2016/17,ODA,Mongolia,32182,Technological research and development,34.1
2016/17,ODA,Mongolia,32210,Mineral/mining policy and administrative management,1538
2016/17,ODA,Mozambique,24081,Education/training in banking and financial services,6.8
2016/17,ODA,Mozambique,31120,Agricultural development,224
2016/17,ODA,Mozambique,31161,Food crop production,67.8
2016/17,ODA,Mozambique,31182,Agricultural research,1605.9
2016/17,ODA,Mozambique,32210,Mineral/mining policy and administrative management,1.4
2016/17,ODA,Mozambique,33181,Trade education/training,6.8
2016/17,ODA,Myanmar,22010,Communications policy and administrative management,66.7
2016/17,ODA,Myanmar,24010,Financial policy and administrative management,37.6
2016/17,ODA,Myanmar,24040,Informal/semi-formal financial intermediaries,797.8
2016/17,ODA,Myanmar,24081,Education/training in banking and financial services,57.7
2016/17,ODA,Myanmar,25010,Business support services and institutions,5628.3
2016/17,ODA,Myanmar,31110,Agricultural policy and administrative management,450
2016/17,ODA,Myanmar,31120,Agricultural development,1022.4
2016/17,ODA,Myanmar,31181,Agricultural education/training,29.7
2016/17,ODA,Myanmar,31182,Agricultural research,3641.3
2016/17,ODA,Myanmar,31191,Agricultural services,32.6
2016/17,ODA,Myanmar,31192,Plant and post-harvest protection and pest control,36.6
2016/17,ODA,Myanmar,32130,Small and medium-sized enterprises (SME) development,377.3
2016/17,ODA,Myanmar,32140,Cottage industries and handicraft,32.6
2016/17,ODA,Myanmar,32210,Mineral/mining policy and administrative management,235.6
2016/17,ODA,Myanmar,33110,Trade policy and administrative management,61.5
2016/17,ODA,Myanmar,33210,Tourism policy and administrative management,66.7
2016/17,ODA,Namibia,31150,Agricultural inputs,11.1
2016/17,ODA,Namibia,31181,Agricultural education/training,36
2016/17,ODA,Namibia,32140,Cottage industries and handicraft,24
2016/17,ODA,Nepal,24040,Informal/semi-formal financial intermediaries,124.3
2016/17,ODA,Nepal,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Nepal,25010,Business support services and institutions,164.8
2016/17,ODA,Nepal,31161,Food crop production,316.2
2016/17,ODA,Nepal,31166,Agricultural extension,460.8
2016/17,ODA,Nepal,31182,Agricultural research,935.8
2016/17,ODA,Nepal,32110,Industrial policy and administrative management,68.1
2016/17,ODA,Nepal,32130,Small and medium-sized enterprises (SME) development,8597
2016/17,ODA,Nepal,32140,Cottage industries and handicraft,99.3
2016/17,ODA,Nepal,33110,Trade policy and administrative management,27.4
2016/17,ODA,Nepal,33120,Trade facilitation,904.5
2016/17,ODA,Nepal,33122,"Trade customs duties, tariffs and levies",99.6
2016/17,ODA,Nigeria,32140,Cottage industries and handicraft,76
2016/17,ODA,Nigeria,32210,Mineral/mining policy and administrative management,92.1
2016/17,ODA,Oceania Unspecified,24010,Financial policy and administrative management,1336.2
2016/17,ODA,Oceania Unspecified,24040,Informal/semi-formal financial intermediaries,940.4
2016/17,ODA,Oceania Unspecified,25010,Business support services and institutions,2012.9
2016/17,ODA,Oceania Unspecified,31161,Food crop production,1.9
2016/17,ODA,Oceania Unspecified,32130,Small and medium-sized enterprises (SME) development,2000
2016/17,ODA,Oceania Unspecified,32210,Mineral/mining policy and administrative management,92
2016/17,ODA,Oceania Unspecified,33110,Trade policy and administrative management,3685.8
2016/17,ODA,Oceania Unspecified,33121,Trade facilitation,4108
2016/17,ODA,Oceania Unspecified,33122,"Trade customs duties, tariffs and levies",986.1
2016/17,ODA,Oceania Unspecified,33181,Trade education/training,13.5
2016/17,ODA,Oceania Unspecified,33210,Tourism policy and administrative management,881.7
2016/17,ODA,Pakistan,22030,Radio/television/print media,100
2016/17,ODA,Pakistan,23110,Energy policy and administrative management,13.5
2016/17,ODA,Pakistan,23230,Solar energy,30.6
2016/17,ODA,Pakistan,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Pakistan,25010,Business support services and institutions,4723
2016/17,ODA,Pakistan,31110,Agricultural policy and administrative management,5.2
2016/17,ODA,Pakistan,31120,Agricultural development,85.3
2016/17,ODA,Pakistan,31166,Agricultural extension,121
2016/17,ODA,Pakistan,31182,Agricultural research,2537.2
2016/17,ODA,Pakistan,32130,Small and medium-sized enterprises (SME) development,676
2016/17,ODA,Pakistan,33110,Trade policy and administrative management,5000
2016/17,ODA,Palestinian Territories,23210,Power generation/renewable sources,20
2016/17,ODA,Palestinian Territories,31191,Agricultural services,7425.3
2016/17,ODA,Palestinian Territories,32140,Cottage industries and handicraft,36.5
2016/17,ODA,Papua New Guinea,21010,Transport policy and administrative management,54667.7
2016/17,ODA,Papua New Guinea,21020,Road transport,16126.1
2016/17,ODA,Papua New Guinea,22010,Communications policy and administrative management,32.6
2016/17,ODA,Papua New Guinea,22030,Radio/television/print media,32.6
2016/17,ODA,Papua New Guinea,24010,Financial policy and administrative management,12807.4
2016/17,ODA,Papua New Guinea,24040,Informal/semi-formal financial intermediaries,2424.9
2016/17,ODA,Papua New Guinea,24081,Education/training in banking and financial services,41.2
2016/17,ODA,Papua New Guinea,25010,Business support services and institutions,11223.3
2016/17,ODA,Papua New Guinea,31110,Agricultural policy and administrative management,4702.2
2016/17,ODA,Papua New Guinea,31161,Food crop production,948.2
2016/17,ODA,Papua New Guinea,31163,Livestock,32.6
2016/17,ODA,Papua New Guinea,31181,Agricultural education/training,32.6
2016/17,ODA,Papua New Guinea,31182,Agricultural research,12633.5
2016/17,ODA,Papua New Guinea,31192,Plant and post-harvest protection and pest control,36.6
2016/17,ODA,Papua New Guinea,31194,Agricultural co-operatives,27.1
2016/17,ODA,Papua New Guinea,31195,Livestock/veterinary services,203.6
2016/17,ODA,Papua New Guinea,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Papua New Guinea,31320,Fishery development,216.5
2016/17,ODA,Papua New Guinea,32130,Small and medium-sized enterprises (SME) development,112
2016/17,ODA,Papua New Guinea,32210,Mineral/mining policy and administrative management,322
2016/17,ODA,Papua New Guinea,33110,Trade policy and administrative management,0.2
2016/17,ODA,Papua New Guinea,33120,Trade facilitation,1502.3
2016/17,ODA,Papua New Guinea,33122,"Trade customs duties, tariffs and levies",176.5
2016/17,ODA,Papua New Guinea,33181,Trade education/training,34.1
2016/17,ODA,Papua New Guinea,33210,Tourism policy and administrative management,231.2
2016/17,ODA,Paraguay,31120,Agricultural development,35
2016/17,ODA,Peru,32130,Small and medium-sized enterprises (SME) development,194.2
2016/17,ODA,Philippines,21010,Transport policy and administrative management,278.6
2016/17,ODA,Philippines,21020,Road transport,63.3
2016/17,ODA,Philippines,24010,Financial policy and administrative management,225
2016/17,ODA,Philippines,24040,Informal/semi-formal financial intermediaries,604.6
2016/17,ODA,Philippines,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Philippines,25010,Business support services and institutions,95.5
2016/17,ODA,Philippines,31110,Agricultural policy and administrative management,516.7
2016/17,ODA,Philippines,31120,Agricultural development,203.4
2016/17,ODA,Philippines,31140,Agricultural water resources,25.9
2016/17,ODA,Philippines,31150,Agricultural inputs,59.5
2016/17,ODA,Philippines,31161,Food crop production,100.4
2016/17,ODA,Philippines,31181,Agricultural education/training,65.2
2016/17,ODA,Philippines,31182,Agricultural research,4873.1
2016/17,ODA,Philippines,31192,Plant and post-harvest protection and pest control,36.6
2016/17,ODA,Philippines,31210,Forestry policy and administrative management,34.1
2016/17,ODA,Philippines,32130,Small and medium-sized enterprises (SME) development,5650.4
2016/17,ODA,Philippines,32140,Cottage industries and handicraft,25.9
2016/17,ODA,Philippines,32161,Agro-industries,32.6
2016/17,ODA,Philippines,33110,Trade policy and administrative management,3035.8
2016/17,ODA,Philippines,33120,Trade facilitation,316.7
2016/17,ODA,Philippines,33210,Tourism policy and administrative management,32.6
2016/17,ODA,Rwanda,31182,Agricultural research,466.2
2016/17,ODA,Rwanda,32210,Mineral/mining policy and administrative management,0.6
2016/17,ODA,Samoa,21010,Transport policy and administrative management,4029
2016/17,ODA,Samoa,22040,Information and communication technology (ICT),68.1
2016/17,ODA,Samoa,24010,Financial policy and administrative management,21.4
2016/17,ODA,Samoa,24040,Informal/semi-formal financial intermediaries,200
2016/17,ODA,Samoa,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Samoa,25010,Business support services and institutions,213.1
2016/17,ODA,Samoa,31120,Agricultural development,34.1
2016/17,ODA,Samoa,31163,Livestock,34.1
2016/17,ODA,Samoa,31182,Agricultural research,756.2
2016/17,ODA,Samoa,31193,Agricultural financial services,1000
2016/17,ODA,Samoa,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Samoa,31320,Fishery development,40
2016/17,ODA,Senegal,32210,Mineral/mining policy and administrative management,92.1
2016/17,ODA,Serbia & Montenegro,22010,Communications policy and administrative management,9.8
2016/17,ODA,Serbia & Montenegro,22030,Radio/television/print media,9.8
2016/17,ODA,Serbia & Montenegro,31120,Agricultural development,6.5
2016/17,ODA,Serbia & Montenegro,31161,Food crop production,6.5
2016/17,ODA,Sierra Leone,32140,Cottage industries and handicraft,48.9
2016/17,ODA,Solomon Islands,21010,Transport policy and administrative management,7502.6
2016/17,ODA,Solomon Islands,21020,Road transport,2001
2016/17,ODA,Solomon Islands,22020,Telecommunications,9
2016/17,ODA,Solomon Islands,22030,Radio/television/print media,32.6
2016/17,ODA,Solomon Islands,22040,Information and communication technology (ICT),32.6
2016/17,ODA,Solomon Islands,23220,Hydro-electric power plants,8525
2016/17,ODA,Solomon Islands,23230,Solar energy,10
2016/17,ODA,Solomon Islands,24010,Financial policy and administrative management,221.5
2016/17,ODA,Solomon Islands,24040,Informal/semi-formal financial intermediaries,2398.8
2016/17,ODA,Solomon Islands,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Solomon Islands,25010,Business support services and institutions,2687.5
2016/17,ODA,Solomon Islands,31110,Agricultural policy and administrative management,785.3
2016/17,ODA,Solomon Islands,31181,Agricultural education/training,32.6
2016/17,ODA,Solomon Islands,31182,Agricultural research,1297.2
2016/17,ODA,Solomon Islands,31195,Livestock/veterinary services,34.1
2016/17,ODA,Solomon Islands,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Solomon Islands,31320,Fishery development,702.1
2016/17,ODA,Solomon Islands,31381,Fishery education/training,8.4
2016/17,ODA,Solomon Islands,31391,Fishery services,16.8
2016/17,ODA,Solomon Islands,32130,Small and medium-sized enterprises (SME) development,157.3
2016/17,ODA,Solomon Islands,32171,Engineering,34.1
2016/17,ODA,Solomon Islands,32210,Mineral/mining policy and administrative management,138
2016/17,ODA,Solomon Islands,33110,Trade policy and administrative management,758.8
2016/17,ODA,Solomon Islands,33210,Tourism policy and administrative management,32.6
2016/17,ODA,South & Central Asia Unspecified,23110,Energy policy and administrative management,588.1
2016/17,ODA,South & Central Asia Unspecified,31140,Agricultural water resources,1500
2016/17,ODA,South & Central Asia Unspecified,31182,Agricultural research,20
2016/17,ODA,South Africa,22030,Radio/television/print media,66.7
2016/17,ODA,South Africa,31182,Agricultural research,735.8
2016/17,ODA,South Africa,32140,Cottage industries and handicraft,109.5
2016/17,ODA,South Africa,32210,Mineral/mining policy and administrative management,1.1
2016/17,ODA,South Africa,33110,Trade policy and administrative management,102.2
2016/17,ODA,South Sudan,32210,Mineral/mining policy and administrative management,0.5
2016/17,ODA,Sri Lanka,24010,Financial policy and administrative management,2898.5
2016/17,ODA,Sri Lanka,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Sri Lanka,25010,Business support services and institutions,6759.3
2016/17,ODA,Sri Lanka,31140,Agricultural water resources,26.7
2016/17,ODA,Sri Lanka,31161,Food crop production,280
2016/17,ODA,Sri Lanka,31192,Plant and post-harvest protection and pest control,36.6
2016/17,ODA,Sri Lanka,31195,Livestock/veterinary services,150
2016/17,ODA,Sri Lanka,31220,Forestry development,34.1
2016/17,ODA,Sri Lanka,31282,Forestry research,34.1
2016/17,ODA,Sri Lanka,31291,Forestry services,37.9
2016/17,ODA,Sri Lanka,32130,Small and medium-sized enterprises (SME) development,1401.7
2016/17,ODA,Sri Lanka,33210,Tourism policy and administrative management,19.5
2016/17,ODA,St.Lucia,31161,Food crop production,16.9
2016/17,ODA,Suriname,31120,Agricultural development,30.2
2016/17,ODA,Suriname,32210,Mineral/mining policy and administrative management,230
2016/17,ODA,Swaziland,25010,Business support services and institutions,34.1
2016/17,ODA,Tajikistan,31150,Agricultural inputs,52.5
2016/17,ODA,Tanzania,22010,Communications policy and administrative management,136.3
2016/17,ODA,Tanzania,24010,Financial policy and administrative management,32.6
2016/17,ODA,Tanzania,25010,Business support services and institutions,136.3
2016/17,ODA,Tanzania,31120,Agricultural development,34.1
2016/17,ODA,Tanzania,31181,Agricultural education/training,77.4
2016/17,ODA,Tanzania,31182,Agricultural research,1711.1
2016/17,ODA,Tanzania,32210,Mineral/mining policy and administrative management,252.3
2016/17,ODA,Thailand,23210,Power generation/renewable sources,4.2
2016/17,ODA,Thailand,23230,Solar energy,4.3
2016/17,ODA,Thailand,31182,Agricultural research,185.6
2016/17,ODA,Thailand,32130,Small and medium-sized enterprises (SME) development,0.1
2016/17,ODA,Thailand,33110,Trade policy and administrative management,54.6
2016/17,ODA,Timor-Leste,21020,Road transport,6222.4
2016/17,ODA,Timor-Leste,22010,Communications policy and administrative management,66.7
2016/17,ODA,Timor-Leste,22040,Information and communication technology (ICT),34.1
2016/17,ODA,Timor-Leste,24010,Financial policy and administrative management,1541.4
2016/17,ODA,Timor-Leste,24040,Informal/semi-formal financial intermediaries,198.7
2016/17,ODA,Timor-Leste,24081,Education/training in banking and financial services,68.6
2016/17,ODA,Timor-Leste,25010,Business support services and institutions,2257
2016/17,ODA,Timor-Leste,31120,Agricultural development,4122.9
2016/17,ODA,Timor-Leste,31130,Agricultural land resources,266.4
2016/17,ODA,Timor-Leste,31161,Food crop production,565.9
2016/17,ODA,Timor-Leste,31181,Agricultural education/training,449.4
2016/17,ODA,Timor-Leste,31182,Agricultural research,1503.7
2016/17,ODA,Timor-Leste,32130,Small and medium-sized enterprises (SME) development,112.5
2016/17,ODA,Togo,32210,Mineral/mining policy and administrative management,92.1
2016/17,ODA,Tonga,23110,Energy policy and administrative management,10
2016/17,ODA,Tonga,23210,Power generation/renewable sources,1000
2016/17,ODA,Tonga,24010,Financial policy and administrative management,122.2
2016/17,ODA,Tonga,24040,Informal/semi-formal financial intermediaries,200
2016/17,ODA,Tonga,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Tonga,25010,Business support services and institutions,47.6
2016/17,ODA,Tonga,31120,Agricultural development,34.1
2016/17,ODA,Tonga,31161,Food crop production,4.9
2016/17,ODA,Tonga,31163,Livestock,18.4
2016/17,ODA,Tonga,31182,Agricultural research,693.4
2016/17,ODA,Tonga,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Tonga,31320,Fishery development,74.1
2016/17,ODA,Tonga,31381,Fishery education/training,34.1
2016/17,ODA,Tonga,32130,Small and medium-sized enterprises (SME) development,99.3
2016/17,ODA,Tonga,32140,Cottage industries and handicraft,4.8
2016/17,ODA,Tonga,32161,Agro-industries,5.5
2016/17,ODA,Turkey,31181,Agricultural education/training,6.2
2016/17,ODA,Tuvalu,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Tuvalu,31182,Agricultural research,106.6
2016/17,ODA,Tuvalu,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Tuvalu,31320,Fishery development,40
2016/17,ODA,Uganda,31120,Agricultural development,176.2
2016/17,ODA,Uganda,31166,Agricultural extension,247.3
2016/17,ODA,Uganda,31182,Agricultural research,839.2
2016/17,ODA,Uganda,32210,Mineral/mining policy and administrative management,252.3
2016/17,ODA,Ukraine,32210,Mineral/mining policy and administrative management,184
2016/17,ODA,Vanuatu,21010,Transport policy and administrative management,4700.6
2016/17,ODA,Vanuatu,21030,Rail transport,32.6
2016/17,ODA,Vanuatu,22010,Communications policy and administrative management,68.1
2016/17,ODA,Vanuatu,22020,Telecommunications,160
2016/17,ODA,Vanuatu,22040,Information and communication technology (ICT),34.1
2016/17,ODA,Vanuatu,23110,Energy policy and administrative management,66.7
2016/17,ODA,Vanuatu,23230,Solar energy,28.1
2016/17,ODA,Vanuatu,24010,Financial policy and administrative management,21.4
2016/17,ODA,Vanuatu,24040,Informal/semi-formal financial intermediaries,200
2016/17,ODA,Vanuatu,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Vanuatu,25010,Business support services and institutions,116.7
2016/17,ODA,Vanuatu,31110,Agricultural policy and administrative management,266.5
2016/17,ODA,Vanuatu,31163,Livestock,32.6
2016/17,ODA,Vanuatu,31166,Agricultural extension,436.1
2016/17,ODA,Vanuatu,31182,Agricultural research,1776.3
2016/17,ODA,Vanuatu,31282,Forestry research,34.1
2016/17,ODA,Vanuatu,31310,Fishing policy and administrative management,552.4
2016/17,ODA,Vanuatu,31320,Fishery development,500
2016/17,ODA,Vanuatu,32130,Small and medium-sized enterprises (SME) development,392
2016/17,ODA,Vanuatu,32140,Cottage industries and handicraft,97.8
2016/17,ODA,Vanuatu,33110,Trade policy and administrative management,1184.1
2016/17,ODA,Vanuatu,33210,Tourism policy and administrative management,170.3
2016/17,ODA,Viet Nam,21010,Transport policy and administrative management,431.5
2016/17,ODA,Viet Nam,21020,Road transport,29501.9
2016/17,ODA,Viet Nam,24010,Financial policy and administrative management,580
2016/17,ODA,Viet Nam,24081,Education/training in banking and financial services,8.6
2016/17,ODA,Viet Nam,25010,Business support services and institutions,3310.6
2016/17,ODA,Viet Nam,31110,Agricultural policy and administrative management,484.1
2016/17,ODA,Viet Nam,31120,Agricultural development,78.1
2016/17,ODA,Viet Nam,31161,Food crop production,32.6
2016/17,ODA,Viet Nam,31162,Industrial crops/export crops,23.5
2016/17,ODA,Viet Nam,31163,Livestock,34.1
2016/17,ODA,Viet Nam,31182,Agricultural research,5195.7
2016/17,ODA,Viet Nam,31192,Plant and post-harvest protection and pest control,59.3
2016/17,ODA,Viet Nam,31210,Forestry policy and administrative management,34.1
2016/17,ODA,Viet Nam,31282,Forestry research,34.1
2016/17,ODA,Viet Nam,31320,Fishery development,54.5
2016/17,ODA,Viet Nam,32130,Small and medium-sized enterprises (SME) development,5434.2
2016/17,ODA,Viet Nam,33110,Trade policy and administrative management,150.1
2016/17,ODA,Viet Nam,33210,Tourism policy and administrative management,99.3
2016/17,ODA,Zambia,31120,Agricultural development,154.1
2016/17,ODA,Zambia,31181,Agricultural education/training,140.9
2016/17,ODA,Zambia,31182,Agricultural research,745.8
2016/17,ODA,Zambia,31194,Agricultural co-operatives,8.1
2016/17,ODA,Zambia,32210,Mineral/mining policy and administrative management,358.9
2016/17,ODA,Zimbabwe,23230,Solar energy,31.2
2016/17,ODA,Zimbabwe,24040,Informal/semi-formal financial intermediaries,328.8
2016/17,ODA,Zimbabwe,31120,Agricultural development,251.1
2016/17,ODA,Zimbabwe,31140,Agricultural water resources,38.3
2016/17,ODA,Zimbabwe,31161,Food crop production,184.9
2016/17,ODA,Zimbabwe,31163,Livestock,56.2
2016/17,ODA,Zimbabwe,31166,Agricultural extension,234.4
2016/17,ODA,Zimbabwe,31182,Agricultural research,1023.3
2016/17,ODA,Zimbabwe,31191,Agricultural services,129.3
2016/17,ODA,Zimbabwe,32140,Cottage industries and handicraft,32.2
2016/17,ODA,Albania,31220,Forestry development,13.5
2016/17,ODA,Albania,32161,Agro-industries,14.7
2016/17,ODA,Albania,32210,Mineral/mining policy and administrative management,230
2016/17,ODA,Armenia,32210,Mineral/mining policy and administrative management,184
2016/17,ODA,Azerbaijan,32210,Mineral/mining policy and administrative management,46
2016/17,ODA,Cook Islands,24081,Education/training in banking and financial services,8.6
